# 3D point list with one line of data per point
#  POINT_ID, X, Y, Z, R, G, B, ERROR
67410 11.622466 -8.958230 4.123968 60 71 42 0
67411 11.778364 -8.948063 4.149599 72 86 57 0
67412 11.866892 -8.984873 4.169331 51 59 34 0
67413 12.433366 -8.955497 4.145866 52 55 30 0
67414 12.479568 -8.975729 4.110458 55 52 27 0
67415 12.691448 -8.917320 4.162606 51 52 23 0
67416 5.934651 -8.739598 4.109302 63 65 37 0
67417 6.028686 -8.766460 4.180697 56 72 30 0
67418 6.228874 -8.804342 4.149144 36 39 14 0
67419 6.475344 -8.729096 4.136109 80 104 49 0
67420 6.879578 -8.700292 4.099096 39 45 16 0
67421 6.965048 -8.749603 4.117290 50 59 29 0
67422 7.077724 -8.762733 4.135206 62 77 35 0
67423 7.884042 -8.736814 4.169669 58 68 30 0
67424 10.720142 -8.839087 4.150514 56 66 37 0
67425 10.860202 -8.804859 4.147094 48 51 27 0
67426 11.022276 -8.802094 4.150579 47 45 29 0
67427 11.223832 -8.729437 4.096116 58 74 44 0
67428 11.331791 -8.773153 4.099494 58 66 39 0
67429 11.455184 -8.800950 4.117123 65 77 45 0
67430 -37.619385 -8.602962 4.054549 57 71 50 0
67431 5.910751 -8.597510 4.097709 63 80 34 0
67432 6.139214 -8.658756 4.177145 92 99 51 0
67433 6.395440 -8.612789 4.097641 76 95 41 0
67434 6.541990 -8.606833 4.143770 73 90 35 0
67435 6.669141 -8.581412 4.069994 58 71 27 0
67436 6.850961 -8.614902 4.137976 53 63 30 0
67437 6.926137 -8.628653 4.141807 57 69 32 0
67438 7.389801 -8.621084 4.130775 79 87 55 0
67439 7.581790 -8.577008 4.167665 50 53 25 0
67440 7.694463 -8.608739 4.164100 62 74 34 0
67441 8.270511 -8.632768 4.158994 38 35 8 0
67442 8.621130 -8.609182 4.182752 62 63 35 0
67443 8.801977 -8.607991 4.132558 56 67 30 0
67444 8.892928 -8.593054 4.169145 57 66 33 0
67445 13.097745 -8.669056 4.193903 54 71 31 0
67446 -37.772270 -8.480827 4.157459 68 85 70 0
67447 6.366744 -8.513609 4.058432 79 98 44 0
67448 6.541179 -8.504574 4.163454 72 93 42 0
67449 6.680840 -8.534283 4.117925 67 78 34 0
67450 6.823977 -8.470939 4.135990 64 76 37 0
67451 6.927468 -8.533619 4.140295 64 80 37 0
67452 7.414633 -8.424644 4.056300 39 47 17 0
67453 7.565356 -8.469328 4.109626 73 91 49 0
67454 8.022317 -8.535330 4.065705 40 47 13 0
67455 8.118730 -8.522529 4.074028 63 78 36 0
67456 8.336228 -8.483489 4.137397 72 71 43 0
67457 8.460976 -8.473757 4.130561 55 63 31 0
67458 8.603431 -8.443882 4.112386 81 83 53 0
67459 8.746819 -8.457934 4.154074 41 47 18 0
67460 8.932227 -8.534251 4.176009 53 64 34 0
67461 -37.749088 -8.320393 4.113626 72 95 60 0
67462 5.945487 -8.336635 4.112486 86 91 41 0
67463 6.096182 -8.271608 4.138602 77 92 34 0
67464 6.218130 -8.327883 4.101950 71 86 33 0
67465 6.444973 -8.351645 4.193264 55 72 25 0
67466 6.824725 -8.298456 4.141505 58 69 27 0
67467 6.912619 -8.272440 4.186774 57 56 20 0
67468 7.404971 -8.329123 4.090420 70 86 57 0
67469 7.594759 -8.339343 4.165052 41 45 14 0
67470 7.878271 -8.270115 4.103208 55 57 35 0
67471 8.052733 -8.282938 4.159269 75 96 55 0
67472 8.242241 -8.346646 4.163948 53 67 25 0
67473 8.292278 -8.289606 4.107687 49 53 25 0
67474 8.502973 -8.309421 4.165182 45 54 22 0
67475 8.650482 -8.345480 4.123356 48 58 29 0
67476 9.460487 -8.274696 4.063458 54 65 34 0
67477 9.651375 -8.310729 4.157398 68 84 47 0
67478 9.970167 -8.331216 4.069489 56 72 36 0
67479 10.443050 -8.325639 4.195894 133 129 96 0
67480 13.156378 -8.325741 4.198700 40 48 25 0
67481 -37.800209 -8.196939 4.191074 52 72 40 0
67482 -37.738342 -8.107662 4.114583 51 67 44 0
67483 5.922804 -8.218656 4.076886 157 126 60 0
67484 6.099749 -8.222887 4.133660 80 99 47 0
67485 6.196660 -8.230863 4.143576 56 70 25 0
67486 6.707417 -8.219081 4.056240 57 62 23 0
67487 6.824301 -8.192655 4.086967 57 70 33 0
67488 6.909852 -8.218190 4.192695 34 35 13 0
67489 7.344415 -8.131519 4.086476 53 61 26 0
67490 7.406502 -8.156236 4.097899 62 76 34 0
67491 7.553688 -8.162514 4.157901 77 94 54 0
67492 7.720735 -8.156106 4.124565 76 99 77 0
67493 7.922335 -8.200069 4.090100 52 59 32 0
67494 7.988789 -8.233808 4.116313 65 77 47 0
67495 8.195195 -8.213302 4.135721 49 60 26 0
67496 8.303196 -8.187616 4.161741 49 53 27 0
67497 8.470803 -8.145607 4.106146 48 58 25 0
67498 8.615057 -8.191606 4.071232 39 46 21 0
67499 8.825422 -8.108567 4.169077 53 68 39 0
67500 9.140516 -8.170712 4.071436 71 89 45 0
67501 9.281802 -8.208723 4.120142 64 85 43 0
67502 9.409563 -8.212702 4.077094 76 90 55 0
67503 9.517696 -8.213408 4.119406 74 79 50 0
67504 9.606838 -8.174635 4.145298 89 91 78 0
67505 10.089966 -8.110963 4.191435 63 66 45 0
67506 13.325000 -8.133294 4.140377 35 37 15 0
67507 13.384230 -8.162817 4.137520 43 48 24 0
67508 -37.759365 -7.982599 4.154801 78 103 76 0
67509 7.406485 -8.048070 4.095971 52 58 24 0
67510 7.575900 -8.070599 4.133901 51 62 31 0
67511 7.720039 -8.067266 4.167766 123 150 107 0
67512 8.317136 -8.057863 4.179596 45 47 24 0
67513 8.514153 -8.059401 4.104888 56 67 34 0
67514 8.606949 -8.006719 4.133925 52 61 28 0
67515 8.746260 -8.011786 4.126860 56 71 37 0
67516 9.079346 -8.061548 4.163904 71 86 53 0
67517 9.367585 -8.085357 4.171113 53 52 20 0
67518 9.874187 -8.042553 4.191952 87 97 84 0
67519 9.938896 -7.998240 4.145843 35 39 11 0
67520 13.335884 -8.044190 4.143024 39 42 17 0
67521 13.389299 -8.020273 4.130085 47 52 27 0
67522 13.568156 -7.991799 4.161690 39 41 19 0
67523 8.613009 -7.883729 4.142401 70 81 54 0
67524 9.804516 -7.913267 4.162930 72 83 50 0
67525 13.534679 -7.911242 4.162182 22 23 0 0
67526 8.671847 -7.754720 4.178709 53 63 34 0
67527 8.737994 -7.756727 4.146657 53 67 33 0
67528 9.696274 -7.787395 4.163929 42 53 19 0
67529 8.583026 -7.642913 4.082997 60 75 33 0
67530 8.420301 -7.270031 4.174252 46 51 21 0
67531 13.741878 -6.045075 4.176635 68 72 42 0
67532 13.730474 -5.948894 4.167055 51 54 25 0
67533 15.048923 -5.589358 4.139486 53 63 37 0
67534 13.879887 -5.456002 4.176538 64 64 37 0
67535 15.085623 -5.517627 4.164426 59 70 44 0
67536 13.774701 -5.299332 4.095917 74 78 45 0
67537 13.830327 -5.307239 4.138339 79 80 53 0
67538 14.005266 -5.289435 4.129756 78 98 44 0
67539 14.118647 -5.279556 4.173587 57 66 25 0
67540 13.779803 -5.232304 4.091184 80 85 54 0
67541 13.850875 -5.180066 4.138497 65 71 47 0
67542 14.031015 -5.167978 4.170072 57 58 30 0
67543 13.781487 -5.053019 4.149178 57 60 31 0
67544 13.880254 -5.013312 4.145812 59 66 39 0
67545 14.035672 -5.018579 4.097675 66 80 52 0
67546 14.168555 -5.012852 4.153021 62 70 44 0
67547 14.302746 -5.040902 4.158091 65 80 48 0
67548 14.439130 -5.001634 4.189594 57 60 40 0
67549 14.656826 -5.045545 4.067279 74 91 58 0
67550 13.904662 -4.929829 4.158558 62 64 42 0
67551 14.023852 -4.907300 4.159032 64 74 54 0
67552 14.197865 -4.844947 4.196776 73 93 54 0
67553 14.325617 -4.877024 4.164216 68 77 46 0
67554 14.498529 -4.894630 4.147070 72 86 54 0
67555 14.612863 -4.915574 4.107820 79 94 59 0
67556 14.907593 -4.897379 4.186259 84 96 66 0
67557 14.626857 -4.750987 4.080386 72 71 41 0
67558 14.744174 -4.776064 4.139220 67 72 47 0
67559 8.622812 -2.551692 4.125310 43 49 22 0
67560 8.649756 -2.504704 4.110411 58 66 33 0
67561 8.754178 -2.455119 4.139767 67 79 44 0
67562 8.861390 -2.406231 4.170857 61 78 38 0
67563 8.643501 -2.366697 4.075408 67 69 41 0
67564 8.762891 -2.348936 4.097167 56 67 30 0
67565 8.871728 -2.387501 4.156686 65 82 42 0
67566 10.642809 -2.261589 4.142313 46 54 31 0
67567 10.694806 -2.257031 4.157281 50 55 33 0
67568 14.029636 -2.259969 4.081651 81 74 39 0
67569 10.284966 -2.108082 4.091758 41 51 19 0
67570 10.453973 -2.185594 4.066682 48 55 33 0
67571 10.724571 -2.144631 4.126130 39 47 25 0
67572 10.839302 -2.125221 4.166255 33 42 14 0
67573 11.217746 -2.154979 4.090786 59 73 30 0
67574 11.309940 -2.125413 4.098657 60 74 35 0
67575 13.938269 -2.162102 4.142908 63 73 38 0
67576 13.994674 -2.184500 4.115561 67 67 36 0
67577 14.112830 -2.197326 4.078924 72 69 36 0
67578 8.759032 -1.978910 4.073510 146 183 85 0
67579 8.975039 -2.098331 4.098845 59 75 31 0
67580 10.279877 -2.068896 4.096157 34 44 9 0
67581 11.350213 -2.039730 4.132187 59 68 32 0
67582 11.469146 -1.986152 4.092196 63 73 41 0
67583 11.617054 -1.985572 4.169577 69 84 42 0
67584 11.706951 -1.975664 4.175778 68 84 51 0
67585 11.931278 -1.990042 4.079650 84 101 70 0
67586 12.054011 -1.993260 4.124224 95 109 79 0
67587 12.269284 -2.001168 4.166873 94 116 82 0
67588 12.833026 -2.026618 4.096116 66 67 38 0
67589 13.020786 -2.010070 4.140181 61 67 41 0
67590 13.102182 -1.986769 4.129506 53 57 31 0
67591 13.547198 -2.017778 4.083386 48 40 16 0
67592 13.910807 -2.047341 4.081480 52 63 38 0
67593 14.050035 -2.085217 4.170969 63 56 31 0
67594 14.185658 -2.061794 4.126279 119 83 54 0
67595 8.639906 -1.937466 4.066867 86 101 67 0
67596 8.768607 -1.933942 4.098453 152 164 82 0
67597 8.894974 -1.923074 4.088945 71 90 55 0
67598 9.065295 -1.886835 4.073025 70 109 51 0
67599 11.533783 -1.937957 4.106728 54 62 33 0
67600 11.621743 -1.941893 4.156754 81 103 82 0
67601 11.700036 -1.915367 4.181470 84 92 47 0
67602 11.972538 -1.921087 4.111537 68 80 40 0
67603 12.085751 -1.900480 4.148137 72 90 61 0
67604 13.042210 -1.919532 4.094398 55 54 30 0
67605 13.106437 -1.918245 4.093986 48 50 29 0
67606 8.509501 -1.660512 4.170616 50 68 36 0
67607 8.572788 -1.686398 4.056230 209 245 122 0
67608 8.716761 -1.662034 4.188351 98 120 55 0
67609 9.287265 -1.794730 4.121138 48 59 27 0
67610 8.338618 -1.542111 4.056498 86 105 69 0
67611 8.485107 -1.587994 4.107543 43 48 19 0
67612 8.579292 -1.535585 4.093619 46 52 29 0
67613 9.689788 -1.621731 4.097017 47 69 25 0
67614 10.419162 -1.632491 4.067574 63 79 47 0
67615 10.850879 -1.563305 4.133303 43 51 20 0
67616 11.038961 -1.559107 4.059751 37 44 20 0
67617 11.799887 -1.633475 4.067189 46 56 27 0
67618 8.397814 -1.387461 4.091835 125 151 81 0
67619 8.540986 -1.421861 4.169387 66 65 72 0
67620 9.509384 -1.448371 4.199787 30 37 3 0
67621 9.944814 -1.445553 4.144132 66 83 43 0
67622 10.181244 -1.489373 4.106110 70 89 55 0
67623 10.332092 -1.354125 4.108500 47 60 19 0
67624 10.390232 -1.354742 4.118197 54 64 24 0
67625 10.595338 -1.390566 4.148995 49 62 24 0
67626 8.310527 -1.294600 4.183567 60 74 38 0
67627 10.326497 -1.326059 4.107999 50 63 25 0
67628 10.440681 -1.331770 4.072026 48 58 26 0
67629 10.589683 -1.321123 4.127188 52 66 26 0
67630 10.663475 -1.328575 4.170588 51 67 25 0
67631 10.312271 -1.074816 4.073859 95 118 47 0
67632 10.395624 -1.109379 4.111644 62 75 31 0
67633 10.563833 -1.184514 4.195430 64 71 34 0
67634 11.840352 -1.096786 4.099514 31 38 7 0
67635 11.935657 -1.093617 4.138494 45 55 16 0
67636 12.029342 -1.105902 4.173700 52 67 26 0
67637 10.300012 -0.980707 4.077776 103 131 53 0
67638 10.420852 -0.946893 4.073456 62 75 23 0
67639 10.597119 -0.958710 4.093961 63 81 27 0
67640 10.731985 -0.980539 4.128752 78 90 35 0
67641 10.847987 -0.988827 4.157801 77 87 31 0
67642 11.072274 -0.937970 4.124163 58 64 26 0
67643 11.145303 -0.933873 4.114914 55 61 25 0
67644 11.311631 -0.936076 4.162988 39 44 13 0
67645 11.404238 -0.906552 4.186377 42 45 17 0
67646 10.312061 -0.886274 4.082791 72 90 33 0
67647 10.387140 -0.889585 4.069286 62 74 24 0
67648 10.575260 -0.856667 4.135397 70 84 34 0
67649 10.739232 -0.832978 4.133715 70 80 28 0
67650 10.897494 -0.795641 4.104011 61 72 25 0
67651 11.028787 -0.810568 4.125699 53 59 19 0
67652 11.166832 -0.837488 4.111367 31 34 5 0
67653 11.336894 -0.823785 4.159261 32 36 8 0
67654 11.422586 -0.762516 4.173041 33 35 7 0
67655 10.625855 -0.687073 4.075062 39 42 14 0
67656 10.727366 -0.692710 4.084911 51 57 20 0
67657 10.858510 -0.691336 4.125494 71 80 29 0
67658 11.002842 -0.740988 4.121614 77 88 33 0
67659 11.466861 -0.697527 4.169180 44 49 13 0
67660 11.597017 -0.616770 4.195512 45 59 14 0
67661 9.363678 -0.495052 4.188421 55 62 30 0
67662 9.597561 -0.461069 4.187278 47 45 23 0
67663 10.277618 -0.503457 4.123693 42 48 16 0
67664 10.459905 -0.516461 4.102575 42 49 11 0
67665 10.572979 -0.484549 4.150103 48 55 16 0
67666 10.724907 -0.479074 4.171312 76 90 35 0
67667 10.898498 -0.521969 4.133535 60 61 26 0
67668 11.037917 -0.508031 4.156861 46 50 19 0
67669 11.151031 -0.512437 4.176985 35 35 6 0
67670 11.280985 -0.521102 4.183543 39 39 12 0
67671 11.534581 -0.593303 4.198059 30 34 4 0
67672 9.421338 -0.418086 4.179444 47 48 21 0
67673 9.517219 -0.428749 4.171306 35 35 9 0
67674 9.728153 -0.430190 4.187015 42 46 21 0
67675 9.845216 -0.310814 4.118103 47 50 26 0
67676 9.998098 -0.374029 4.112390 49 57 20 0
67677 10.081691 -0.333322 4.175886 41 40 17 0
67678 10.244829 -0.400917 4.115789 34 40 9 0
67679 10.421441 -0.418932 4.094282 53 60 18 0
67680 10.556641 -0.402932 4.110442 53 53 19 0
67681 10.712062 -0.434026 4.152483 49 52 28 0
67682 10.852225 -0.425336 4.179657 34 43 15 0
67683 9.841383 -0.239703 4.142236 57 60 27 0
67684 9.971216 -0.162559 4.128468 37 45 10 0
67685 10.092662 -0.285033 4.175707 50 53 32 0
67686 10.462139 -0.200204 4.112921 33 33 6 0
67687 10.543551 -0.207893 4.157354 37 36 9 0
67688 7.966751 -0.060531 4.173950 73 98 40 0
67689 9.807535 -0.120249 4.166489 44 46 24 0
67690 9.938789 -0.109105 4.162142 40 43 17 0
67691 10.174515 -0.129282 4.106802 59 53 37 0
67692 10.290120 -0.061397 4.149208 41 38 18 0
67693 7.934196 0.007018 4.175156 83 108 55 0
67694 10.025991 0.043919 4.157927 39 39 16 0
67695 10.429141 0.031180 4.136280 67 66 47 0
67696 10.503060 0.058120 4.111318 63 62 36 0
67697 10.860642 0.101975 4.101161 39 41 17 0
67698 11.099999 0.105438 4.080173 33 34 2 0
67699 11.186803 0.118229 4.095722 38 37 12 0
67700 11.292164 0.130709 4.162489 30 35 0 0
67701 10.316781 0.280673 4.136019 76 73 47 0
67702 10.533095 0.225954 4.082593 43 50 25 0
67703 10.725777 0.239842 4.100617 39 43 10 0
67704 10.865223 0.189025 4.063619 54 55 25 0
67705 11.062896 0.165329 4.102040 42 43 12 0
67706 11.139606 0.194589 4.116965 44 41 19 0
67707 11.319271 0.228349 4.179677 59 65 28 0
67708 8.179047 0.394228 4.107864 69 96 50 0
67709 8.336484 0.392680 4.124966 72 99 46 0
67710 8.428104 0.394619 4.133438 68 95 45 0
67711 8.639460 0.380106 4.150202 60 79 36 0
67712 10.313266 0.305364 4.140972 85 78 50 0
67713 10.412891 0.351095 4.141961 103 97 57 0
67714 10.581320 0.400862 4.113915 90 77 44 0
67715 10.710395 0.387555 4.101481 44 54 25 0
67716 11.036906 0.322834 4.117022 60 73 33 0
67717 11.193274 0.324105 4.073455 62 61 45 0
67718 11.675079 0.420598 4.190431 51 54 18 0
67719 8.386003 0.501345 4.149556 76 101 55 0
67720 8.512439 0.474454 4.152510 79 103 55 0
67721 8.563033 0.492522 4.168537 81 107 46 0
67722 8.806217 0.596331 4.135709 70 93 37 0
67723 9.102639 0.541175 4.094991 45 51 33 0
67724 9.384455 0.566427 4.183171 44 52 26 0
67725 10.115873 0.588667 4.095598 56 57 30 0
67726 10.639304 0.555114 4.090483 38 39 13 0
67727 10.699256 0.545719 4.105468 45 44 18 0
67728 10.893341 0.522964 4.087633 43 47 16 0
67729 10.971672 0.590600 4.120836 51 56 27 0
67730 11.208753 0.584628 4.084909 40 48 11 0
67731 11.299192 0.479685 4.171934 41 44 19 0
67732 8.563747 0.637081 4.090530 75 96 41 0
67733 8.816549 0.689183 4.090460 77 101 39 0
67734 8.903308 0.638475 4.146233 65 84 35 0
67735 9.172017 0.696448 4.085188 53 56 30 0
67736 10.001535 0.731944 4.105185 39 42 12 0
67737 10.074154 0.717834 4.088771 49 52 19 0
67738 10.621239 0.661510 4.131184 51 45 16 0
67739 10.700768 0.642956 4.149718 42 43 12 0
67740 10.934347 0.735975 4.173222 40 42 23 0
67741 11.031756 0.615801 4.161244 51 59 24 0
67742 11.390625 0.649130 4.128912 34 37 5 0
67743 11.455690 0.660837 4.148662 39 41 22 0
67744 11.658107 0.721944 4.100509 40 46 18 0
67745 8.406700 0.827977 4.190681 70 99 53 0
67746 9.498126 0.861584 4.128294 46 61 35 0
67747 9.711944 0.899701 4.184855 51 53 29 0
67748 9.986480 0.777506 4.123753 42 45 16 0
67749 10.167891 0.778427 4.195736 43 42 16 0
67750 11.001262 0.756509 4.192351 39 41 18 0
67751 12.036475 0.839657 4.195596 36 40 20 0
67752 11.021383 0.983461 4.182589 74 70 49 0
67753 11.589951 0.957608 4.172101 62 56 11 0
67754 8.572823 1.095272 4.063517 81 97 55 0
67755 13.279557 1.155615 4.078930 35 38 10 0
67756 12.260740 1.273311 4.140595 53 58 24 0
67757 12.980701 1.308545 4.120853 51 47 31 0
67758 13.109146 1.328488 4.145048 50 49 30 0
67759 13.264610 1.319783 4.132030 52 55 30 0
67760 13.408627 1.299852 4.125016 41 40 19 0
67761 13.553535 1.321880 4.133131 47 47 29 0
67762 13.824944 1.248024 4.120133 35 38 8 0
67763 9.770732 1.377244 4.051523 64 91 52 0
67764 11.739211 1.474339 4.092469 43 38 23 0
67765 12.392770 1.408808 4.104199 44 52 32 0
67766 12.704360 1.465009 4.178212 63 77 36 0
67767 13.289620 1.353871 4.138072 48 47 27 0
67768 13.450603 1.362684 4.061927 50 47 28 0
67769 13.928860 1.499342 4.059491 59 56 38 0
67770 10.172070 1.571555 4.175794 65 80 48 0
67771 11.601066 1.519938 4.069029 84 109 56 0
67772 11.766581 1.632731 4.097336 53 60 32 0
67773 12.872572 1.589658 4.145183 59 68 36 0
67774 13.023268 1.580026 4.166036 71 84 40 0
67775 13.125684 1.537064 4.129869 53 59 25 0
67776 13.249896 1.561144 4.114774 71 69 37 0
67777 13.402127 1.569775 4.104940 121 104 67 0
67778 13.537239 1.576905 4.163853 62 59 27 0
67779 13.666575 1.600159 4.189203 86 74 43 0
67780 14.039681 1.571766 4.069694 73 75 43 0
67781 11.759974 1.654669 4.091072 89 101 72 0
67782 14.214345 1.678748 4.189388 45 43 22 0
67783 14.375422 1.696766 4.196259 113 78 45 0
67784 14.520668 1.739387 4.153965 55 50 37 0
67785 13.171120 2.064372 4.125763 37 42 9 0
67786 13.742179 2.070241 4.126686 55 50 21 0
67787 13.832796 2.075309 4.165931 54 50 13 0
67788 13.308442 2.145097 4.097064 35 33 7 0
67789 13.396347 2.178996 4.127247 38 37 8 0
67790 13.558732 2.199635 4.182136 33 32 6 0
67791 13.849455 2.111078 4.153354 54 46 15 0
67792 13.605108 2.300208 4.122051 39 36 8 0
67793 13.680115 2.318326 4.144489 43 39 11 0
67794 14.769362 2.835949 4.065393 53 67 43 0
67795 20.475458 2.836212 4.095150 61 57 25 0
67796 20.379591 2.893720 4.171532 74 69 40 0
67797 20.475855 2.942827 4.119548 60 57 33 0
67798 20.512131 3.076809 4.123523 68 65 41 0
67799 12.563904 3.228749 4.071819 40 46 16 0
67800 12.653391 3.254974 4.100159 50 59 23 0
67801 12.849455 3.279495 4.130420 47 55 22 0
67802 12.963394 3.292543 4.126278 87 84 43 0
67803 13.204282 3.211544 4.133044 47 46 24 0
67804 20.385592 3.229744 4.083947 86 81 56 0
67805 20.446756 3.222964 4.142971 82 81 51 0
67806 25.138485 3.183494 4.183053 62 56 34 0
67807 11.730241 3.397915 4.059918 50 56 14 0
67808 12.794286 3.326015 4.106499 44 51 22 0
67809 12.985401 3.318025 4.150529 57 62 24 0
67810 13.122403 3.350068 4.178667 53 58 24 0
67811 20.340689 3.385038 4.126566 59 64 29 0
67812 20.413908 3.314677 4.109797 80 79 43 0
67813 24.712555 3.436374 4.127765 44 50 15 0
67814 25.061464 3.373778 4.081873 50 44 25 0
67815 25.209538 3.384944 4.174778 45 46 16 0
67816 11.393406 3.542016 4.075707 63 59 32 0
67817 11.426475 3.536072 4.084517 67 67 37 0
67818 11.626305 3.514858 4.110409 71 75 45 0
67819 11.773387 3.544221 4.151311 88 84 51 0
67820 11.925133 3.577842 4.164750 126 116 77 0
67821 12.049909 3.598631 4.145685 144 124 86 0
67822 12.557166 3.545479 4.076044 91 89 48 0
67823 12.660395 3.581681 4.124754 92 93 47 0
67824 12.750090 3.567730 4.125583 44 49 12 0
67825 20.200867 3.539211 4.156643 52 64 28 0
67826 20.312695 3.510360 4.131495 58 65 28 0
67827 20.462103 3.536730 4.090530 58 68 30 0
67828 20.606482 3.579776 4.092100 57 69 29 0
67829 24.810797 3.526746 4.093469 70 52 31 0
67830 25.008446 3.562752 4.163911 82 61 37 0
67831 25.124779 3.583312 4.114233 65 55 26 0
67832 25.269636 3.595542 4.184585 54 47 24 0
67833 11.459052 3.674340 4.104969 72 73 44 0
67834 11.633891 3.641028 4.160943 66 67 36 0
67835 11.768077 3.693578 4.166047 62 64 30 0
67836 11.915358 3.677256 4.127129 91 86 47 0
67837 12.056213 3.614685 4.163999 127 117 78 0
67838 12.230049 3.694258 4.123803 93 89 46 0
67839 12.348733 3.735769 4.105533 75 73 40 0
67840 12.596628 3.610511 4.132812 132 113 63 0
67841 12.660203 3.630371 4.120298 126 113 68 0
67842 12.804385 3.671313 4.193708 99 91 50 0
67843 13.011226 3.724577 4.150612 120 115 78 0
67844 13.064469 3.746516 4.175380 133 121 86 0
67845 20.336283 3.632722 4.082377 59 69 31 0
67846 20.447178 3.620065 4.074342 62 74 33 0
67847 20.626022 3.602324 4.093228 45 55 17 0
67848 25.165573 3.644349 4.074370 73 58 34 0
67849 25.281082 3.705984 4.106199 72 60 39 0
67850 25.391375 3.721413 4.172037 73 61 40 0
67851 9.975693 3.807092 4.119888 71 79 31 0
67852 10.084356 3.867520 4.091422 119 126 74 0
67853 10.242836 3.872425 4.128203 73 83 33 0
67854 10.378028 3.884041 4.097200 168 148 80 0
67855 11.067252 3.802639 4.052643 49 63 35 0
67856 11.156608 3.835460 4.076368 50 57 26 0
67857 11.318330 3.881367 4.115602 52 57 25 0
67858 11.489525 3.790299 4.114247 66 65 35 0
67859 11.630208 3.848444 4.167997 56 53 23 0
67860 11.818547 3.791494 4.067967 52 53 21 0
67861 11.909950 3.852445 4.092863 57 61 32 0
67862 12.044433 3.860198 4.151860 51 54 25 0
67863 12.233315 3.844685 4.139848 52 53 18 0
67864 12.383718 3.848428 4.142555 64 62 28 0
67865 12.524269 3.807377 4.160982 73 74 41 0
67866 12.682898 3.832644 4.113340 84 88 37 0
67867 12.848904 3.793391 4.063663 102 131 54 0
67868 12.996010 3.868452 4.115221 113 130 59 0
67869 13.073396 3.853959 4.143262 131 141 71 0
67870 25.320152 3.796685 4.076679 75 65 45 0
67871 25.422297 3.837115 4.129354 73 63 42 0
67872 25.518528 3.875959 4.173916 82 67 47 0
67873 10.004116 3.939055 4.091029 157 156 111 0
67874 10.099787 3.953344 4.096525 162 162 116 0
67875 10.282567 4.009998 4.157752 175 180 130 0
67876 10.451838 3.930194 4.117883 150 142 77 0
67877 10.570870 3.973808 4.101925 158 142 80 0
67878 10.739186 4.024342 4.111760 142 123 68 0
67879 10.888342 4.026569 4.073613 115 108 66 0
67880 11.026145 4.013824 4.098813 76 88 52 0
67881 11.192418 3.957485 4.100779 62 71 39 0
67882 11.328997 3.940366 4.110080 55 63 30 0
67883 11.487129 3.970724 4.107038 45 48 16 0
67884 11.599359 4.003882 4.151561 48 52 18 0
67885 11.949744 3.963578 4.148909 55 60 32 0
67886 12.056857 3.960737 4.151882 56 59 32 0
67887 12.194485 4.026381 4.182905 52 56 25 0
67888 12.404689 3.905007 4.176024 59 63 26 0
67889 12.502033 3.915963 4.179653 72 70 34 0
67890 12.691306 3.932962 4.180916 58 57 26 0
67891 12.755024 3.959028 4.190301 48 54 24 0
67892 13.002284 3.955769 4.099138 73 78 37 0
67893 13.124870 3.939837 4.129414 111 122 60 0
67894 13.223656 4.015342 4.190413 64 66 32 0
67895 14.612952 3.976190 4.075929 87 83 50 0
67896 14.765842 3.997979 4.080990 75 69 39 0
67897 14.887031 3.997147 4.124520 106 100 75 0
67898 15.072308 4.036878 4.148062 117 104 75 0
67899 25.453993 3.966439 4.098171 84 75 56 0
67900 25.554428 3.996094 4.156495 87 79 61 0
67901 10.043827 4.179308 4.064428 148 167 95 0
67902 10.293928 4.117651 4.099919 127 138 83 0
67903 10.426767 4.130087 4.110899 112 114 65 0
67904 10.533219 4.148866 4.124338 98 113 59 0
67905 10.741805 4.100139 4.071898 93 100 47 0
67906 10.880666 4.088413 4.116617 100 96 50 0
67907 11.048234 4.103043 4.097059 81 80 44 0
67908 11.153185 4.121051 4.118136 63 69 34 0
67909 11.347235 4.130404 4.154674 76 89 54 0
67910 11.502917 4.154162 4.113464 99 98 54 0
67911 11.589137 4.165475 4.102245 112 120 72 0
67912 11.841722 4.097127 4.152862 79 76 39 0
67913 11.883090 4.107204 4.168010 80 79 42 0
67914 12.122414 4.083074 4.159773 90 97 48 0
67915 12.183690 4.066126 4.177142 57 59 32 0
67916 12.302382 4.146195 4.198925 53 59 30 0
67917 13.268209 4.076894 4.152215 87 86 41 0
67918 13.365751 4.118772 4.187065 82 79 38 0
67919 13.610462 4.143761 4.093439 51 52 17 0
67920 13.662277 4.167707 4.115000 57 56 20 0
67921 14.476644 4.121985 4.079704 58 61 31 0
67922 14.597906 4.100522 4.147036 191 165 146 0
67923 14.741078 4.059669 4.115679 46 49 16 0
67924 25.333632 4.052938 4.052702 96 87 61 0
67925 25.474756 4.107811 4.069891 96 88 68 0
67926 25.572470 4.125018 4.124749 104 90 66 0
67927 25.668840 4.152110 4.176588 116 94 68 0
67928 10.135341 4.248291 4.107468 115 131 66 0
67929 10.213765 4.252714 4.134688 154 173 102 0
67930 10.459372 4.221325 4.103336 136 136 82 0
67931 10.552547 4.275978 4.118350 150 148 93 0
67932 10.691045 4.322583 4.175769 178 169 116 0
67933 10.937480 4.228073 4.059206 67 73 34 0
67934 11.027320 4.258258 4.083006 60 66 26 0
