# 3D point list with one line of data per point
#  POINT_ID, X, Y, Z, R, G, B, ERROR
11034 -21.032526 -13.075523 -0.827312 110 86 84 0
11035 -20.912230 -13.141010 -0.824382 87 97 109 0
11036 -20.811621 -13.193929 -0.857297 73 86 99 0
11037 -18.343004 -13.127326 -0.825711 45 54 23 0
11038 -18.251516 -13.103519 -0.797188 46 53 23 0
11039 -15.480326 -13.067690 -0.818549 147 117 106 0
11040 -15.373870 -13.131190 -0.824723 148 118 107 0
11041 -15.277963 -13.186663 -0.831643 150 118 107 0
11042 -10.648401 -13.181106 -0.877129 140 128 157 0
11043 -10.401326 -13.147054 -0.876193 100 98 97 0
11044 -10.267141 -13.077227 -0.868430 126 126 136 0
11045 -9.905018 -13.111675 -0.815727 146 162 171 0
11046 -9.845710 -13.137309 -0.870430 150 136 143 0
11047 -9.658388 -13.146640 -0.839930 142 142 142 0
11048 -9.497876 -13.181256 -0.809065 119 124 123 0
11049 -9.328948 -13.181321 -0.858146 167 163 171 0
11050 -9.257071 -13.145574 -0.869215 162 162 164 0
11051 -9.043384 -13.160367 -0.828993 152 139 143 0
11052 -8.976007 -13.130181 -0.813225 167 167 175 0
11053 -8.442726 -13.097620 -0.898507 153 134 139 0
11054 -8.293177 -13.106320 -0.896301 139 125 132 0
11055 -8.171571 -13.116986 -0.893024 150 131 138 0
11056 -8.022901 -13.122929 -0.888879 148 133 139 0
11057 -7.874448 -13.124457 -0.883377 146 127 132 0
11058 -7.723969 -13.122187 -0.876485 144 131 136 0
11059 -7.578274 -13.125941 -0.871490 141 125 129 0
11060 -7.422504 -13.124331 -0.864867 145 130 138 0
11061 -7.271340 -13.123301 -0.855128 144 129 136 0
11062 -7.122999 -13.124272 -0.848159 145 130 136 0
11063 -6.974120 -13.124353 -0.843864 141 123 127 0
11064 -6.818595 -13.125182 -0.838011 144 130 135 0
11065 -6.675201 -13.125074 -0.832450 137 124 129 0
11066 -6.527907 -13.123696 -0.826587 146 130 134 0
11067 -6.375903 -13.126165 -0.820797 142 128 134 0
11068 -6.223796 -13.124995 -0.814446 141 124 129 0
11069 -6.078064 -13.126343 -0.807627 147 134 139 0
11070 -5.924264 -13.125047 -0.801406 146 128 133 0
11071 -5.774905 -13.124221 -0.793445 146 131 136 0
11072 -5.625869 -13.125786 -0.785649 148 134 141 0
11073 -5.475336 -13.123379 -0.777492 143 133 139 0
11074 -5.326681 -13.125139 -0.772105 146 129 134 0
11075 -5.178216 -13.128039 -0.766503 133 119 126 0
11076 -5.028649 -13.127921 -0.760897 133 128 136 0
11077 -4.891935 -13.137674 -0.755821 130 131 144 0
11078 -4.742395 -13.146677 -0.753676 134 128 136 0
11079 -4.601977 -13.145514 -0.755040 138 123 125 0
11080 -4.488949 -13.137091 -0.750709 171 136 134 0
11081 1.909010 -13.113695 -0.763172 77 91 75 0
11082 2.023754 -13.127575 -0.774878 104 106 95 0
11083 2.188185 -13.137027 -0.785383 104 106 93 0
11084 2.331728 -13.125671 -0.776419 85 93 74 0
11085 2.473689 -13.130903 -0.772304 68 79 56 0
11086 2.630471 -13.136378 -0.785139 59 71 52 0
11087 2.766828 -13.128924 -0.777957 58 70 51 0
11088 2.902061 -13.144012 -0.773596 43 61 33 0
11089 3.058234 -13.141068 -0.762953 36 52 29 0
11090 3.153562 -13.193012 -0.757688 32 54 32 0
11091 -21.207163 -12.939594 -0.828625 122 87 82 0
11092 -21.097967 -13.011914 -0.829433 121 84 77 0
11093 -20.950422 -13.046633 -0.832818 95 114 135 0
11094 -18.328081 -12.961507 -0.855708 47 55 24 0
11095 -18.217037 -12.962759 -0.815164 44 52 23 0
11096 -18.112263 -12.962033 -0.821901 48 55 25 0
11097 -15.765882 -12.904010 -0.790377 140 117 110 0
11098 -15.665701 -12.945863 -0.820059 150 118 107 0
11099 -15.551083 -13.017451 -0.826908 149 117 107 0
11100 -10.818828 -12.960506 -0.896690 117 116 127 0
11101 -10.680797 -12.944305 -0.888965 146 149 150 0
11102 -10.566725 -12.985468 -0.875396 104 98 98 0
11103 -10.421003 -12.956350 -0.841474 101 107 109 0
11104 -10.240481 -12.969311 -0.857134 147 143 152 0
11105 -10.105682 -12.957722 -0.854940 143 139 147 0
11106 -9.951685 -12.974352 -0.854192 173 160 172 0
11107 -9.803674 -13.012980 -0.866834 166 151 157 0
11108 -9.723310 -12.985444 -0.871131 150 142 146 0
11109 -9.582039 -12.978650 -0.822636 112 119 110 0
11110 -9.322439 -13.005084 -0.848318 139 135 140 0
11111 -9.203134 -12.951461 -0.834092 147 149 155 0
11112 -9.080514 -13.028389 -0.844991 151 148 154 0
11113 -8.711375 -12.929738 -0.865403 164 164 173 0
11114 -8.578741 -12.926059 -0.898271 132 125 129 0
11115 -8.466981 -12.946517 -0.896610 146 129 134 0
11116 -8.301943 -12.964195 -0.893412 141 124 132 0
11117 -8.177288 -12.969524 -0.886812 149 134 141 0
11118 -8.027574 -12.975461 -0.883634 142 129 136 0
11119 -7.876920 -12.974685 -0.878061 143 131 138 0
11120 -7.727468 -12.975976 -0.872436 138 126 133 0
11121 -7.574856 -12.975167 -0.867099 146 131 136 0
11122 -7.424213 -12.973529 -0.859248 139 128 135 0
11123 -7.275556 -12.974173 -0.851177 143 130 137 0
11124 -7.123833 -12.974292 -0.844420 147 133 141 0
11125 -6.971866 -12.975369 -0.838660 142 129 135 0
11126 -6.826584 -12.973282 -0.831424 144 133 140 0
11127 -6.676883 -12.974064 -0.825808 138 128 135 0
11128 -6.528976 -12.973512 -0.819221 146 130 135 0
11129 -6.375769 -12.973302 -0.813384 143 132 138 0
11130 -6.224472 -12.975096 -0.807429 144 131 137 0
11131 -6.078062 -12.976167 -0.802631 144 132 138 0
11132 -5.924582 -12.974073 -0.795618 137 125 129 0
11133 -5.776417 -12.974969 -0.788345 138 126 132 0
11134 -5.621161 -12.977971 -0.781611 143 130 136 0
11135 -5.477580 -12.975032 -0.775001 143 132 140 0
11136 -5.326571 -12.975949 -0.768384 133 119 124 0
11137 -5.176919 -12.978062 -0.760261 133 119 125 0
11138 -5.036899 -12.989874 -0.756062 138 135 144 0
11139 -4.895695 -13.001250 -0.753504 131 139 156 0
11140 -4.727132 -12.998146 -0.752549 137 129 137 0
11141 -4.598076 -13.019624 -0.753524 136 119 121 0
11142 -4.220120 -12.971916 -0.865205 141 124 130 0
11143 1.927842 -12.978118 -0.757073 106 98 101 0
11144 2.020045 -12.984245 -0.764818 104 100 98 0
11145 2.167947 -12.998185 -0.765333 92 98 88 0
11146 2.329984 -12.989693 -0.760891 79 89 67 0
11147 2.466265 -13.007352 -0.763868 66 77 59 0
11148 2.634535 -13.003314 -0.764154 51 64 44 0
11149 2.762418 -13.030825 -0.772194 43 58 32 0
11150 2.977388 -13.040227 -0.764199 32 48 21 0
11151 3.160516 -13.048601 -0.757390 39 59 32 0
11152 -21.357342 -12.816689 -0.805813 125 78 69 0
11153 -21.279837 -12.869936 -0.823036 126 77 68 0
11154 -18.913536 -12.896605 -0.813515 94 66 58 0
11155 -18.803663 -12.840618 -0.837023 86 65 51 0
11156 -18.699093 -12.775887 -0.821752 79 67 49 0
11157 -18.319141 -12.831954 -0.856005 64 74 39 0
11158 -18.203640 -12.823181 -0.830168 49 58 29 0
11159 -18.133120 -12.808056 -0.842561 48 58 28 0
11160 -15.928017 -12.771897 -0.817604 154 120 109 0
11161 -15.826926 -12.839725 -0.823386 153 120 108 0
11162 -15.735276 -12.891896 -0.845788 152 119 108 0
11163 -10.882812 -12.755841 -0.897999 169 181 194 0
11164 -10.698770 -12.803030 -0.880650 148 139 146 0
11165 -10.577147 -12.851639 -0.877799 135 127 132 0
11166 -10.393232 -12.817415 -0.868279 100 104 100 0
11167 -10.279852 -12.827096 -0.860813 106 109 106 0
11168 -10.109706 -12.812683 -0.834099 109 114 113 0
11169 -9.965931 -12.795100 -0.836571 137 137 143 0
11170 -9.822131 -12.831050 -0.838785 155 148 155 0
11171 -9.685147 -12.819071 -0.862472 126 118 118 0
11172 -9.351141 -12.858456 -0.784903 120 123 124 0
11173 -9.217573 -12.878493 -0.810526 131 135 136 0
11174 -9.051862 -12.811624 -0.850287 142 138 143 0
11175 -8.935282 -12.778670 -0.884433 156 148 155 0
11176 -8.754284 -12.797031 -0.895446 141 127 134 0
11177 -8.603433 -12.812203 -0.895747 130 127 132 0
11178 -8.464494 -12.812292 -0.894884 127 123 128 0
11179 -8.318121 -12.819961 -0.889199 138 128 134 0
11180 -8.178397 -12.822645 -0.882190 140 126 131 0
11181 -8.027783 -12.823997 -0.878633 133 123 128 0
11182 -7.874779 -12.825412 -0.872535 123 120 123 0
11183 -7.723001 -12.825253 -0.867620 122 117 117 0
11184 -7.574420 -12.823866 -0.863236 123 119 119 0
11185 -7.425674 -12.825271 -0.854674 120 114 116 0
11186 -7.278550 -12.823382 -0.846565 125 118 120 0
11187 -7.122647 -12.824238 -0.840727 125 121 122 0
11188 -6.969966 -12.822236 -0.832882 127 119 120 0
11189 -6.830884 -12.824197 -0.824214 127 124 126 0
11190 -6.677297 -12.823564 -0.820074 123 122 123 0
11191 -6.522626 -12.824155 -0.812384 129 123 124 0
11192 -6.379296 -12.824574 -0.807122 128 127 129 0
11193 -6.227504 -12.823732 -0.799792 135 131 134 0
11194 -6.078589 -12.825432 -0.795234 133 126 128 0
11195 -5.925857 -12.824431 -0.790440 124 122 122 0
11196 -5.779489 -12.824357 -0.781362 134 129 137 0
11197 -5.620122 -12.824550 -0.773643 147 133 141 0
11198 -5.481964 -12.825744 -0.769180 139 128 139 0
11199 -5.329240 -12.826434 -0.761417 141 125 133 0
11200 -5.184674 -12.833796 -0.755946 141 127 133 0
11201 -5.047961 -12.845777 -0.754142 140 137 145 0
11202 -4.888544 -12.864469 -0.756191 138 145 165 0
11203 -4.255077 -12.798594 -0.877729 154 148 161 0
11204 -4.154391 -12.832054 -0.863303 145 136 143 0
11205 2.200548 -12.850943 -0.761156 62 77 58 0
11206 2.306183 -12.889635 -0.755321 93 109 99 0
11207 2.525387 -12.866049 -0.760179 31 48 26 0
11208 -21.527880 -12.682297 -0.842842 122 77 73 0
11209 -21.418543 -12.738355 -0.836837 125 81 73 0
11210 -18.761980 -12.716193 -0.805416 92 71 60 0
11211 -18.690552 -12.710625 -0.817873 88 69 53 0
11212 -18.517498 -12.647096 -0.847827 80 65 47 0
11213 -18.368486 -12.628086 -0.850890 77 69 49 0
11214 -18.212460 -12.663000 -0.825614 67 72 43 0
11215 -18.135956 -12.682557 -0.784612 62 72 40 0
11216 -16.108210 -12.642124 -0.821714 151 119 108 0
11217 -16.003588 -12.714548 -0.827265 152 121 110 0
11218 -11.201811 -12.681831 -0.870824 114 134 140 0
11219 -10.980700 -12.681161 -0.897875 117 133 140 0
11220 -10.903061 -12.664441 -0.851721 75 84 79 0
11221 -10.758047 -12.662720 -0.888438 131 124 133 0
11222 -10.592930 -12.697567 -0.873584 165 157 168 0
11223 -10.429523 -12.662663 -0.862794 113 125 129 0
11224 -10.289958 -12.671840 -0.865532 96 102 98 0
11225 -10.140697 -12.668178 -0.854609 113 114 117 0
11226 -9.976742 -12.700460 -0.840005 116 128 130 0
11227 -9.819637 -12.679458 -0.870315 133 143 146 0
11228 -9.702614 -12.712206 -0.807337 114 121 114 0
11229 -9.034943 -12.647171 -0.882903 140 126 133 0
11230 -8.932323 -12.651189 -0.893566 153 140 148 0
11231 -8.765983 -12.670019 -0.890308 131 122 122 0
11232 -8.613532 -12.664390 -0.894295 91 103 92 0
11233 -8.464159 -12.673985 -0.893550 100 108 104 0
11234 -8.321630 -12.674228 -0.886375 114 117 116 0
11235 -8.177058 -12.677639 -0.881755 117 114 115 0
11236 -8.025832 -12.673487 -0.877365 98 104 102 0
11237 -7.875406 -12.671978 -0.869166 95 104 103 0
11238 -7.722452 -12.670346 -0.861521 88 100 90 0
11239 -7.575212 -12.664845 -0.856817 82 97 82 0
11240 -7.422816 -12.663386 -0.849232 85 96 86 0
11241 -7.276511 -12.662468 -0.842417 90 101 90 0
11242 -7.123022 -12.660992 -0.837966 85 99 84 0
11243 -6.969910 -12.664248 -0.826356 89 103 90 0
11244 -6.825474 -12.663468 -0.822707 84 100 85 0
11245 -6.676004 -12.669439 -0.815518 79 98 81 0
11246 -6.520324 -12.673094 -0.806615 74 93 73 0
11247 -6.379421 -12.674139 -0.803697 74 96 74 0
11248 -6.221940 -12.676100 -0.794913 78 98 78 0
11249 -6.078531 -12.675517 -0.788780 75 93 72 0
11250 -5.924723 -12.674850 -0.784543 72 90 70 0
11251 -5.778613 -12.676477 -0.776207 83 94 83 0
11252 -5.619775 -12.677315 -0.769137 90 101 87 0
11253 -5.483910 -12.679670 -0.764074 92 99 90 0
11254 -5.330258 -12.680267 -0.757433 110 109 107 0
11255 -5.204104 -12.683805 -0.753883 122 116 120 0
11256 -5.051668 -12.694207 -0.755910 118 107 107 0
11257 -4.918744 -12.685106 -0.751765 151 145 154 0
11258 -4.305769 -12.737770 -0.872061 106 109 118 0
11259 -3.424283 -12.600364 -0.821484 121 125 131 0
11260 2.055273 -12.742794 -0.752136 42 57 37 0
11261 -18.646955 -12.554506 -0.892276 80 63 48 0
11262 -18.485777 -12.572084 -0.844968 84 67 50 0
11263 -18.366262 -12.564294 -0.822724 79 66 48 0
11264 -18.242449 -12.554743 -0.804110 76 70 47 0
11265 -17.749712 -12.495912 -0.795445 47 58 35 0
11266 -17.423779 -12.455691 -0.867555 38 53 28 0
11267 -16.364811 -12.458982 -0.804795 131 113 108 0
11268 -16.271168 -12.520534 -0.823418 142 116 106 0
11269 -16.180325 -12.584735 -0.832415 146 116 105 0
11270 -11.153322 -12.556758 -0.873751 160 157 177 0
11271 -11.000870 -12.450546 -0.792788 127 155 169 0
11272 -10.899565 -12.582094 -0.883267 107 122 127 0
11273 -10.679782 -12.503616 -0.870431 133 144 156 0
11274 -10.555546 -12.544315 -0.838775 148 140 148 0
11275 -10.422114 -12.531915 -0.813808 108 109 105 0
11276 -10.252375 -12.553484 -0.861627 92 98 90 0
11277 -10.165527 -12.515627 -0.884934 93 94 86 0
11278 -9.968672 -12.589812 -0.796535 103 111 112 0
11279 -9.769251 -12.542752 -0.788965 118 128 129 0
11280 -9.696339 -12.572448 -0.868453 130 143 141 0
11281 -9.573468 -12.453269 -0.892002 53 74 49 0
11282 -9.161943 -12.519093 -0.869175 94 102 101 0
11283 -9.035663 -12.522559 -0.878560 132 121 123 0
11284 -8.939664 -12.517762 -0.882552 118 120 120 0
11285 -8.768042 -12.521691 -0.886996 79 95 81 0
11286 -8.616982 -12.564456 -0.894291 64 86 63 0
11287 -8.467074 -12.564398 -0.891463 64 85 65 0
11288 -8.321906 -12.548911 -0.876973 75 93 81 0
11289 -8.181676 -12.568024 -0.882702 76 94 81 0
11290 -8.022474 -12.580689 -0.885040 63 84 65 0
11291 -7.870963 -12.572821 -0.882543 67 85 68 0
11292 -7.723700 -12.569592 -0.878632 62 83 60 0
11293 -7.569251 -12.554188 -0.877642 56 80 51 0
11294 -7.423001 -12.535339 -0.875533 62 85 57 0
11295 -7.272398 -12.536547 -0.871071 63 87 59 0
11296 -7.123020 -12.540697 -0.873667 57 84 53 0
11297 -6.973411 -12.533733 -0.858668 60 90 58 0
11298 -6.825318 -12.530524 -0.852356 62 89 60 0
11299 -6.671601 -12.531244 -0.843637 58 88 56 0
11300 -6.523623 -12.535369 -0.838059 57 87 55 0
11301 -6.375583 -12.534124 -0.832298 58 88 56 0
11302 -6.224502 -12.530141 -0.822449 57 87 54 0
11303 -6.079978 -12.524913 -0.806135 58 87 56 0
11304 -5.924030 -12.524827 -0.801052 57 85 55 0
11305 -5.775850 -12.519947 -0.785966 59 85 56 0
11306 -5.623896 -12.509171 -0.777861 61 88 61 0
11307 -5.481844 -12.504545 -0.770389 62 86 59 0
11308 -5.333830 -12.497009 -0.766561 62 86 58 0
11309 -5.213881 -12.490582 -0.763478 70 92 68 0
11310 -3.752366 -12.535466 -0.863562 138 120 208 0
11311 -3.533875 -12.480295 -0.842294 57 89 63 0
11312 -3.324037 -12.521547 -0.834872 105 112 116 0
11313 -3.145387 -12.497232 -0.830580 118 112 116 0
11314 -17.515938 -12.350780 -0.805226 65 87 49 0
11315 -16.669617 -12.313726 -0.818408 125 112 107 0
11316 -16.590406 -12.350179 -0.824542 119 108 104 0
11317 -16.433582 -12.398887 -0.824738 118 105 98 0
11318 -16.340473 -12.448671 -0.860051 95 104 114 0
11319 -11.110946 -12.416902 -0.893088 99 112 121 0
11320 -11.092749 -12.358770 -0.889138 88 99 103 0
11321 -10.849613 -12.441370 -0.877470 132 131 139 0
11322 -10.714445 -12.346143 -0.866404 159 159 175 0
11323 -10.580484 -12.352925 -0.882828 158 150 161 0
11324 -10.460638 -12.359685 -0.890126 149 133 144 0
11325 -10.259867 -12.396985 -0.793345 118 119 118 0
11326 -10.180823 -12.402490 -0.790201 84 89 81 0
11327 -9.946443 -12.314816 -0.866283 58 88 52 0
11328 -9.646154 -12.388563 -0.891272 54 78 48 0
11329 -9.512885 -12.414401 -0.896776 60 88 60 0
11330 -9.425363 -12.364283 -0.856699 54 86 53 0
11331 -9.210170 -12.448566 -0.899155 69 98 80 0
11332 -9.046339 -12.394829 -0.871480 74 95 74 0
11333 -8.940673 -12.404152 -0.855466 76 97 78 0
11334 -8.803413 -12.419466 -0.848608 77 103 88 0
11335 -8.617452 -12.384655 -0.862767 60 92 60 0
11336 -8.464786 -12.374999 -0.874330 62 99 65 0
11337 -8.308764 -12.434364 -0.831842 72 89 77 0
11338 -8.219344 -12.426352 -0.838024 78 103 84 0
11339 -7.664937 -12.319443 -0.893808 45 77 50 0
11340 -7.555821 -12.381701 -0.894286 55 89 57 0
11341 -7.428061 -12.427999 -0.894469 56 86 53 0
11342 -7.292167 -12.427437 -0.893313 58 83 53 0
11343 -7.099645 -12.411964 -0.892221 56 92 59 0
11344 -6.959267 -12.393867 -0.888094 59 91 59 0
11345 -6.820305 -12.381777 -0.879476 59 89 56 0
11346 -6.677150 -12.381824 -0.874757 57 89 55 0
11347 -6.523590 -12.378696 -0.871234 57 87 54 0
11348 -6.375622 -12.384202 -0.871493 58 89 54 0
11349 -6.224578 -12.382534 -0.860663 59 90 56 0
11350 -6.073998 -12.380777 -0.842657 58 87 55 0
11351 -5.925193 -12.376009 -0.834830 56 88 55 0
11352 -5.773280 -12.377524 -0.825158 56 86 53 0
11353 -5.625075 -12.374844 -0.819086 59 92 59 0
11354 -5.474612 -12.379201 -0.813304 60 91 58 0
11355 -5.327857 -12.393298 -0.808205 60 91 60 0
11356 -5.186738 -12.390752 -0.795074 64 95 63 0
11357 -5.050766 -12.365675 -0.771724 72 101 82 0
11358 -4.862115 -12.350205 -0.764866 72 95 97 0
11359 -4.733972 -12.331685 -0.769021 54 77 51 0
11360 -4.625573 -12.318354 -0.761639 61 83 53 0
11361 -3.779481 -12.382812 -0.885358 45 73 44 0
11362 -3.608461 -12.402552 -0.880630 41 62 32 0
11363 -3.546200 -12.343618 -0.830156 51 78 49 0
11364 -3.374979 -12.316985 -0.893454 41 70 38 0
11365 -3.245856 -12.406581 -0.857565 45 65 40 0
11366 -2.942358 -12.338259 -0.838649 95 108 92 0
11367 -17.840725 -12.167763 -0.806393 56 76 49 0
11368 -17.236397 -12.185243 -0.877110 66 80 48 0
11369 -16.845154 -12.182018 -0.819504 95 92 78 0
11370 -16.739796 -12.253979 -0.825622 117 107 101 0
11371 -16.568083 -12.296158 -0.848952 104 99 98 0
11372 -11.015433 -12.213913 -0.869877 169 177 205 0
11373 -10.848714 -12.166880 -0.897001 92 112 125 0
11374 -10.701621 -12.196958 -0.894326 131 125 125 0
11375 -10.572671 -12.199595 -0.885120 99 122 102 0
11376 -10.431011 -12.231634 -0.888532 72 97 71 0
11377 -10.302631 -12.175379 -0.890742 59 92 56 0
11378 -9.970096 -12.168898 -0.875613 76 126 91 0
11379 -9.701530 -12.292544 -0.893011 58 93 48 0
11380 -9.589684 -12.297861 -0.883410 44 73 33 0
11381 -9.273561 -12.276324 -0.888960 73 100 77 0
11382 -7.308138 -12.228387 -0.894826 50 88 65 0
11383 -7.081784 -12.172489 -0.898760 60 82 46 0
11384 -6.948480 -12.223196 -0.893744 57 90 57 0
11385 -6.820658 -12.222387 -0.887653 57 85 51 0
11386 -6.679150 -12.225874 -0.880028 56 83 52 0
11387 -6.530249 -12.231201 -0.881643 56 86 53 0
11388 -6.380662 -12.230759 -0.876560 56 87 56 0
11389 -6.222347 -12.229349 -0.862641 56 87 54 0
11390 -6.080430 -12.227798 -0.854475 56 86 52 0
11391 -5.927466 -12.232131 -0.850703 56 87 54 0
11392 -5.776570 -12.230560 -0.841797 56 88 53 0
11393 -5.629144 -12.235353 -0.837168 54 86 53 0
11394 -5.469055 -12.233397 -0.830656 56 86 52 0
11395 -5.331128 -12.236077 -0.818035 62 93 59 0
11396 -5.181855 -12.238730 -0.812428 62 92 58 0
11397 -5.066093 -12.231311 -0.799080 67 96 62 0
11398 -4.844368 -12.237741 -0.769085 55 80 61 0
11399 -4.718586 -12.236753 -0.775976 51 79 49 0
11400 -4.574084 -12.219084 -0.767417 57 83 55 0
11401 -4.432432 -12.203826 -0.761543 58 90 59 0
11402 -4.294822 -12.193583 -0.757355 65 96 70 0
11403 -4.151918 -12.162752 -0.754346 62 90 67 0
11404 -3.176476 -12.270848 -0.794304 139 88 165 0
11405 -3.083774 -12.226529 -0.844151 54 85 48 0
11406 -2.893611 -12.240059 -0.808276 59 76 59 0
11407 -2.837672 -12.234416 -0.783321 46 71 42 0
11408 -2.645127 -12.204470 -0.779689 54 83 52 0
11409 -2.455928 -12.172287 -0.785127 114 110 113 0
11410 -16.987503 -12.071541 -0.821687 77 81 59 0
11411 -16.910900 -12.121705 -0.825390 81 83 64 0
11412 -10.829088 -12.103889 -0.897790 69 86 63 0
11413 -10.717497 -12.069562 -0.893210 74 101 69 0
11414 -10.589142 -12.107496 -0.890709 67 94 67 0
11415 -10.439034 -12.128698 -0.887053 49 77 44 0
11416 -10.309337 -12.136884 -0.846184 98 107 93 0
11417 -9.746215 -12.048406 -0.894692 161 188 197 0
11418 -8.909204 -12.018795 -0.885699 66 103 71 0
11419 -8.846055 -12.031509 -0.893675 44 71 36 0
11420 -8.593825 -12.014977 -0.899616 65 101 67 0
11421 -7.254070 -12.040247 -0.897997 52 91 55 0
11422 -7.091333 -12.068966 -0.895342 60 81 47 0
11423 -6.953179 -12.071465 -0.893157 56 80 47 0
11424 -6.818848 -12.079615 -0.889194 54 80 48 0
11425 -6.678462 -12.081686 -0.877334 54 78 50 0
11426 -6.530022 -12.076365 -0.867380 55 81 52 0
11427 -6.375252 -12.077855 -0.858812 54 83 52 0
11428 -6.226282 -12.077640 -0.847634 55 84 51 0
11429 -6.075706 -12.079388 -0.844819 54 84 50 0
11430 -5.924841 -12.074706 -0.840988 55 82 48 0
11431 -5.771415 -12.071895 -0.834524 56 84 50 0
11432 -5.627442 -12.075063 -0.829352 59 84 50 0
11433 -5.471694 -12.075311 -0.821958 60 86 52 0
11434 -5.331329 -12.070181 -0.802876 62 87 52 0
11435 -5.183856 -12.071276 -0.796128 59 84 49 0
11436 -5.061602 -12.049306 -0.778409 61 90 54 0
11437 -4.842690 -12.079346 -0.763608 61 85 53 0
11438 -4.728683 -12.076152 -0.772314 57 77 44 0
11439 -4.564585 -12.080151 -0.776071 57 82 49 0
11440 -4.423180 -12.081074 -0.765599 58 87 56 0
11441 -4.275058 -12.085791 -0.759948 57 90 58 0
11442 -4.139033 -12.071642 -0.757107 62 88 60 0
11443 -3.994990 -12.050863 -0.755806 58 91 56 0
11444 -3.860944 -12.003819 -0.750491 67 68 42 0
11445 -2.835084 -12.136829 -0.857534 51 86 49 0
11446 -2.567978 -12.038143 -0.814089 58 74 48 0
11447 -2.357147 -12.121620 -0.772000 78 90 69 0
11448 -2.157204 -12.099287 -0.758884 97 97 93 0
11449 -2.076525 -12.103410 -0.772496 93 97 87 0
11450 -17.008921 -11.995900 -0.765460 70 78 50 0
11451 -13.467932 -11.904151 -0.860720 139 136 169 0
11452 -12.850422 -11.923558 -0.851899 176 176 186 0
11453 -12.725601 -11.900997 -0.823579 165 164 168 0
11454 -10.991813 -11.956478 -0.898976 76 106 71 0
11455 -9.506305 -11.879362 -0.881975 58 94 57 0
11456 -8.853656 -11.994262 -0.872885 55 98 63 0
11457 -8.849272 -11.985740 -0.860698 36 58 24 0
11458 -7.535924 -11.892878 -0.899170 50 83 58 0
11459 -7.217350 -11.919981 -0.897510 72 82 64 0
11460 -7.098530 -11.898612 -0.886619 70 77 50 0
11461 -6.948092 -11.925324 -0.890605 56 78 47 0
11462 -6.825888 -11.925234 -0.881998 58 78 50 0
11463 -6.676466 -11.927965 -0.873289 54 76 46 0
11464 -6.524854 -11.927138 -0.861069 53 77 45 0
11465 -6.379837 -11.923993 -0.847129 56 81 50 0
11466 -6.225654 -11.920674 -0.831893 59 82 50 0
11467 -6.071015 -11.923797 -0.834143 54 82 47 0
11468 -5.924177 -11.927896 -0.836797 57 82 48 0
11469 -5.776512 -11.927488 -0.833880 59 83 49 0
11470 -5.625490 -11.927045 -0.826148 61 87 49 0
11471 -5.470859 -11.924314 -0.811361 59 85 49 0
11472 -5.325643 -11.922323 -0.800784 66 84 52 0
11473 -5.187577 -11.922985 -0.791432 61 83 49 0
11474 -5.029333 -11.915863 -0.771882 61 86 51 0
11475 -4.875999 -11.912542 -0.765946 67 85 51 0
11476 -4.725152 -11.929605 -0.776507 63 84 48 0
11477 -4.578816 -11.928139 -0.778865 62 88 51 0
11478 -4.419572 -11.932498 -0.770751 60 87 52 0
11479 -4.276421 -11.925932 -0.761301 60 87 50 0
11480 -4.114522 -11.933847 -0.759618 62 89 53 0
11481 -3.983168 -11.932358 -0.757312 68 89 51 0
11482 -3.857447 -11.918264 -0.753774 70 89 45 0
11483 -2.298887 -11.943854 -0.794630 71 100 68 0
11484 -12.918229 -11.744744 -0.800231 152 143 158 0
11485 -12.833675 -11.767692 -0.804728 177 146 149 0
11486 -12.692127 -11.782910 -0.778328 179 181 186 0
11487 -12.500320 -11.847813 -0.789493 161 219 254 0
11488 -12.432983 -11.835368 -0.779661 132 156 180 0
11489 -11.313780 -11.759806 -0.887483 77 122 80 0
11490 -10.241862 -11.775289 -0.894561 61 101 62 0
11491 -10.105582 -11.761986 -0.891698 95 165 99 0
11492 -10.000964 -11.761726 -0.818213 58 91 56 0
11493 -9.617239 -11.762686 -0.894745 38 61 25 0
11494 -9.528934 -11.808901 -0.883742 54 88 52 0
11495 -9.389864 -11.810550 -0.895332 38 59 31 0
11496 -9.256076 -11.781898 -0.889207 52 85 50 0
11497 -8.688266 -11.830962 -0.893510 75 128 93 0
11498 -7.578362 -11.727349 -0.895347 49 76 47 0
11499 -7.220490 -11.775689 -0.893431 62 75 49 0
11500 -7.132396 -11.768107 -0.891577 69 78 53 0
11501 -6.966411 -11.771765 -0.888012 61 78 50 0
11502 -6.822659 -11.775519 -0.878588 59 77 51 0
11503 -6.673312 -11.770812 -0.870464 57 77 46 0
11504 -6.525356 -11.772299 -0.860711 55 77 46 0
11505 -6.375071 -11.778225 -0.848463 57 79 49 0
11506 -6.222647 -11.779016 -0.835151 53 77 44 0
11507 -6.077773 -11.781618 -0.835138 54 78 44 0
11508 -5.927330 -11.782946 -0.839358 56 78 45 0
11509 -5.781394 -11.777747 -0.832636 59 81 48 0
11510 -5.620315 -11.775113 -0.819939 60 81 46 0
11511 -5.477004 -11.775616 -0.808177 59 81 46 0
11512 -5.324098 -11.782294 -0.802066 59 79 43 0
11513 -5.179721 -11.785486 -0.801754 61 83 46 0
11514 -5.027020 -11.787366 -0.792207 62 86 50 0
11515 -4.877181 -11.778592 -0.779617 68 86 52 0
